,name,ingredients,steps,url
132,紙煎戚風蛋糕,"['蛋白:2個', '蛋黃:2個', '細砂糖:30g', '奶油:10g', '牛奶:10CC', '鬆餅粉:75g', '披薩起士絲:70g', '烤盤紙:2張']","['1:將2顆雞蛋分離蛋白和蛋黃。', '2:蛋黃加入牛奶、奶油、起士。起士可以用烤披薩的起士絲，或是Chaddar cheese，莫札瑞拉起士等等。', '3:加入鬆餅粉。', '4:將所有材料拌勻。', '5:蛋白加入細砂糖。', '6:用打蛋器將蛋白打到硬式發泡。', '7:分3次將打好的蛋白和蛋黃糊拌勻。', '8:拌好是有些黏稠的糊狀麵糊。', '9:備好兩張烤盤紙，將一半的麵糊分別放在烤盤紙中間。', '10:將烤盤紙捲起，兩邊扭成糖果狀，將麵糊密封在中間。', '11:找一個底部較厚的平底鍋，用微小火先空鍋燒2-3分鐘，將鍋燒熱。火力不要太強，以免將蛋糕烤焦。', '12:將做好的紙捲放入鍋內，蓋上鍋蓋，以微小火先烘8分鐘。', '13:翻面再烘5分鐘。', '14:掀蓋後，兩邊各烘1-2分鐘。', '15:打開烤盤紙，兩個蛋糕完成！！', '16:蛋糕鬆軟，奶香濃郁，好吃！！學會這個，以後野外露營也可以烤蛋糕了。']",https://icook.tw//recipes/235533
133,清雞湯麵線（露營ＯＫ）,"['麵線:2把', '雞翅:2~4隻', '蔥:一隻', '薑:1~2片', '鹽:2g或酌量', '白胡椒:一些', '白蘿蔔:一小條']","['1:湯鍋加1000~1300ml水、蔥段、薑片、蘿蔔塊、雞翅（分解成三段），煮至滾後轉小火，蓋鍋煲20分', '2:約15分鐘時，煮開另一鍋水，煮軟麵線（約三分鐘），撈起放碗中', '3:雞湯加鹽、白胡椒（及其他調味料），將湯和雞湯、蘿蔔盛入碗中，就是一碗暖呼呼的雞湯麵了。']",https://icook.tw//recipes/235264
134,雞翅湯咖哩(露營OK),"['雞翅:4隻', '高湯:600ml', '蒜、薑:各一片', '青椒或櫛瓜:一個', '水煮蛋:2個', '牛番茄:1個', '磨菇等蔬菜:隨意', '咖哩粉:2~3大匙', '醬油:1.5大匙', '鹽:1~2g', '糖:1小匙', '番茄醬:2大匙', '伍斯特醬(可略):2小匙', '低筋麵粉:2小匙', '水:30~40g']","['1:雞翅沿著關節切成三段。鍋中加高湯、雞翅、蒜末、薑片，中火煮約15~20分鐘', '2:將蔬菜切小份，熱油鍋煎蔬菜(櫛瓜、青椒類、蘑菇類)。水煮蛋切半、牛番茄切6片', '3:將咖哩醬汁組加入湯鍋中，煮至滾。以冷水調好勾芡組，倒入湯鍋煮至稠，即可熄火。', '4:將野菜和雞翅裝盛在盤中，舀入湯汁即可。', '5:配飯、配麵都很讚喔!']",https://icook.tw//recipes/235012
135,偽炸春捲（露營ＯＫ）,"['春捲皮:6~7張', '豬絞肉:200g', '香菇:4~5朵', '粉絲:50~60g', '洋蔥:40g', '香油:2小', '醬油:1大匙', '酒:0.5大匙', '糖:1~2g', '黑胡椒:少許', '鹽:1g']","['1:香菇、粉絲泡水至軟。將香菇、粉絲切絲，洋蔥切丁。', '2:鍋中加香油炒絞肉至白，加入香菇、粉絲、洋蔥，略炒', '3:加入調味組拌炒均勻後，盛起', '4:將一張春捲皮或潤餅皮攤開，炒料放在前端呈橫條狀，餅皮從下方蓋上後，兩邊折入，捲至終點，手沾一點水封緊即可', '5:捲好春捲後，平底鍋中加淺淺的油，開中火，將春捲放入，周邊滾動，煎至金黃變脆即可！', '6:配飯吃也好好吃喔！']",https://icook.tw//recipes/234876
136,香酥煎魚（露營ＯＫ）,"['吳郭魚片:兩中片', '米酒:少許', '鹽:一咪咪', '白胡椒:一咪咪', '中筋麵粉:一些']","['1:魚兩面淋上一點點米酒，抹薄鹽和一點白胡椒粉，靜置十分鐘', '2:空灑中筋麵粉在兩面魚身上', '3:油加入鍋中，中火熱鍋，雙手放在鍋子上感覺有熱氣時稍微轉弱一點，放入魚煎', '4:兩面煎至熟即可', '5:這樣煎出來的魚外層酥脆內層juicy，非常好吃喔！']",https://icook.tw//recipes/234206
137,香蒜抹醬（露營ＯＫ）,"['奶油乳酪:100g', '大蒜（切細末）:1~2瓣', '鹽:1/4', '胡椒:酌量', '其他歐式香料（可省）:酌量']","['1:將所有食材放在調理盆內，攪拌均勻', '2:可當麵包抹醬', '3:也可當煎魚沾醬，超萬用好吃的！']",https://icook.tw//recipes/234200
138,快速豆腐春雨煲（露營ＯＫ）,"['絞肉:150~200g', '豆腐（切小塊）:150g', '粉絲（可先泡水）:50g', '蔥（切末）:半根', '醬油:3大', '味增:2小', '香油:0.5~1小匙', '糖:0.5小匙', '酒:2大', '豆瓣醬:1大', '蒜泥:一瓣', '薑泥:一點點']","['1:鍋放一點油開中火，放入絞肉、一點蔥末，炒至肉變白', '2:加入醬汁組，豆腐、春雨、蓋鍋煮3~5分鐘及完成。', '3:盛盤後將剩下的蔥末撒上，即完成一道非常快速的主菜了呦～']",https://icook.tw//recipes/233955
139,油蔥雞（露營ＯＫ）,"['雞肉:100g', '鹽:0.5小匙', '酒:1大匙', '薑末(酌量):1/4小匙', '鵝油香蔥:1大匙', '片栗粉或太白粉:0.5小匙', '糖:1/4小匙']","['1:將雞肉切比一口大塊些(蒸了會縮，不要切太小塊)', '2:調理盆內放入醃料和雞肉，抓勻，靜置5-10分鐘（冰一晚更加入味）', '3:電鍋外鍋放２００ml水，將調理盆整個放入電鍋蒸至跳起', '4:切點蔥絲，放在雞肉上即可上菜嚕！', '5:是１００分的主菜喔！']",https://icook.tw//recipes/243723
140,照燒雞肉（露營OK）,"['去骨雞腿:一隻', '低筋麵粉:一些', '酒:0.5~1大匙', '醬油:1大匙', '米霖:1小匙', '糖:1/4小匙']","['1:將雞肉切塊，直接在切菜板上空灑薄薄一層低筋麵粉', '2:平底鍋放一點點油，放入雞肉（皮向下），中火煎至上色，翻面同樣煎至上色', '3:倒入酒，蓋鍋轉小火煮五分鐘', '4:加入照燒醬，煮至滾，翻滾攪拌至雞肉都上醬色即可', '5:15分鐘就煮出一盤香噴噴、超下飯的照燒雞了！']",https://icook.tw//recipes/261387
141,蔬菜肉片濃湯（露營OK),"['高麗菜:1/6棵', '洋蔥（切絲）:1/4個', '火鍋肉片:6~8片', '鮮奶:1杯', '高湯:2杯', '中筋麵粉:10g', '鮮奶:50g']","['1:高麗菜切小片、洋蔥切絲、肉片切一口大小，和高湯一同放入湯鍋中，大火煮滾後，蓋鍋中小火煮10分鐘', '2:加入鮮奶煮滾', '3:倒入調好的麵糊組 ，加鹽、黑胡椒調味即完成', '4:就是百搭的營養蔬菜肉片濃湯了！']",https://icook.tw//recipes/231719
142,蕃茄雞蛋麵,"['蕃茄:3顆', '雞蛋:3顆', '蔥:一根', '蒜末:少許', '薑:適量', '辣椒:少許', '麵條:兩把', '日式醬油:2湯匙', '香油:適量', '胡椒:少許', '番茄醬(可不加):少許', '鹽巴:1小匙']","['1:蔥薑蒜（蒜可放可不放重點是薑）、辣椒切末，蕃茄洗淨切片，雞蛋2顆打散，一顆等等備用', '2:冷鍋放點麻油炒蛋7分熟，取出備用，:（沒有麻油用其他油也可以）', '3:先下蕃茄，在補加一點點麻油後，下薑末跟蒜末，與蕃茄一起拌炒，看個人喜好可以加一點蕃茄醬拌炒（喜歡吃辣這時候也可以下辣椒末）', '4:在放入2湯匙的日式醬油，跟蕃茄拌炒一下，加入7湯勺的滾水，', '5:可以放一點胡椒然後放入剛剛的炒蛋，', '6:待滾後，加入另一顆蛋液，關火。待麵煮好後盛出，加入煮好的蕃茄蛋汁，最後再灑上蔥花即可。', '7:需要另外起鍋煮水，水中記得加一點鹽，滾水後放入麵條']",https://icook.tw//recipes/278371
143,花瓜雞湯（露營ok）,"['雞腿:500g', '香菇(先泡軟):5朵', '蒜頭(拍扁):4瓣', '薑片:2片', '花瓜:100g', '花瓜汁:50g+']","['1:熱水川燙雞肉', '2:將所有材料通聽放進湯鍋，加水蓋過食材再多一些(自行斟酌)，大火煮開後，轉中火煲20~30分鐘即OK。(壓力鍋版:壓力上升後，小火煮5~7分鐘，熄火，待壓力解除即可開鍋)', '3:最後，加鹽及白胡椒調整至自己喜歡的鹹淡，即是一道暖位又暖心的冬日好湯了。']",https://icook.tw//recipes/230381
144,簡易白菜滷（露營OK）,"['大白菜:約300g', '櫻花蝦或蝦皮:5~10g', '紅蘿蔔（切小條）:一小段', '蔥(切段):一隻', '酒:1/2大匙', '高湯:200g', '香菇（切條）（可略）:3朵', '糖:1/2', '米霖:2/3', '醬油:1.5', '鹽:1g', '烏醋（可略）:少許', '片栗粉或太白粉:5g', '水:20g']","['1:鍋中放少許油，放入櫻花蝦炒香，接著放大白菜、紅蘿蔔、蔥，略炒', '2:加入酒、高湯煮至滾，加入醬汁，蓋鍋煮3分鐘', '3:加入[芶芡組] 邊煮攪拌，至濃稠，即可熄火。可加黑胡椒調味']",https://icook.tw//recipes/229899
145,白醬培根蘑菇義大利麵（露營ＯＫ）,"['義大利麵:2人份', '蘑菇（切片）:8朵', '培根（切片）:4條', '蒜頭（切末）:4瓣', '鮮奶:100g', '中筋麵粉:20g', '鮮奶:75']","['1:湯鍋加水，放一小匙鹽，沸騰後放入義大利麵煮至軟', '2:平底鍋加很少量油，放入培根中小火逼出油，加入蒜末和蘑菇略炒', '3:加水或高湯約食材八分滿，蓋鍋煮3分鐘，加入鮮奶煮至滾', '4:加入麵糊，攪拌至濃稠，加鹽、黑胡椒調味', '5:放入麵條攪拌均勻即可熄火', '6:可用煮麵湯清燙幾朵青花菜（五分鐘），增色之外，營養更加均衡喔！']",https://icook.tw//recipes/229578
146,南瓜沙拉（露營OK）,"['南瓜(去皮去籽):200g', '洋蔥(切丁):1/6顆', '核桃(壓碎):20g', '美乃滋:1大匙', '優格(可略):1大匙']","['1:將南瓜去皮、去籽後放入鍋中，加一點點水，開小火煮約10~15分至軟(也可用電鍋蒸)', '2:用叉子將南瓜搗成泥，加入所有材料，攪拌均勻即可']",https://icook.tw//recipes/229062
147,鍋燒意麵（露營ＯＫ）,"['炸意麵:一片', '柴魚:1~2把', '小白菜:5葉', '香菇:一朵', '蛤蜊:4個', '鮮蝦:2尾', '肉片:2~4片', '蛋:1顆']","['1:＊肉片可前一天先用鹽麴或鹽＋白胡椒抓一抓，放冰箱', '2:煮一鍋水，水滾下麵煮4~5分鐘，撈起放碗中', '3:小鍋中加水或昆布高湯（或任何高湯皆可）和柴魚，煮至滾，用濾撈將柴魚撈出', '4:加入肉片、香菇、白菜，煮至肉變白', '5:加入蛤蜊、蝦子、打一顆蛋，煮至喜歡的蛋熟度', '6:加鹽、黑胡椒條鹹淡，把料和湯通通倒在麵碗中，就是一碗鮮美的台南鍋燒意麵嚕！']",https://icook.tw//recipes/228874
148,快速版湯咖哩（露營ＯＫ）,"['火鍋肉片:6片', '洋蔥（絲）:1/4個', '牛番茄（切大塊）:1/2~1個', '咖哩粉:1/2大匙', '味增:1小匙', '番茄醬或茄泥:1小', '青椒:1個', '紅蘿蔔:1小段', '其它如茄子、柳松菇等:自行增加', '青花菜:4 小朵', '四季豆:2條']","['1:湯鍋中加一點油，加入洋蔥絲、番茄塊，炒至香味出來', '2:另一小鍋熱水，放入水煮野菜們，中小火煮3~5分鐘後，加香蒜油拌一拌', '3:加入肉片翻炒至白', '4:加入同煮野菜們，撒入咖哩粉拌炒', '5:加一杯水（200ml）水或高湯、味增、番茄醬，蓋鍋煮五分鐘', '6:將所有食材放入盤中即可。開動了！']",https://icook.tw//recipes/228741
149,高麗菜煎餅【減肥料理】,"['高麗菜絲:80g', '低筋麵粉:20g', '雞蛋:1顆', '鹽:半匙']","['1:將所有材料均勻混合。', '2:用小火煎至金黃。\r:\r:PS. 因為容易燒焦，所以要用小火慢慢煎哦！', '3:完成。']",https://icook.tw/recipes/228617
150,南瓜肉末（露營OK）,"['絞肉:150g', '南瓜（去籽後）:150g', '美乃滋或沙拉醬:1大', '豆瓣醬:1小', '酒:25', '醬油:50', '糖:5g', '香油:5g', '蜂蜜:10g', '蒜末:2瓣', '薑末:少許', '白芝麻:1g']","['1:南瓜皮洗淨、去籽、切塊', '2:鍋中放入一點油，鋪上南瓜，轉中火蓋鍋悶煎三分鐘', '3:即起南瓜，原鍋放入絞肉，翻炒至肉變白', '4:加入3大匙[ 醬汁]、美乃滋、豆瓣醬，拌炒上色', '5:放回南瓜鋪在肉上，蓋鍋煮三分鐘，熄火即完成！', '6:絕對是白飯的好朋友 ＾＾']",https://icook.tw//recipes/228462
151,泰式打拋豬,"['絞肉:300g', '小蕃茄:數顆', '蒜頭:2-3瓣', '辣椒:1支', '九層塔:1把', '檸檬（可省）:半顆', '蠔油（可省）:1大匙', '醬油:1大匙', '醬油膏:1大匙', '糖:半小匙']","['1:九層塔洗好，取下葉子；小蕃茄對半切；檸檬擠成檸檬汁；蒜頭、辣椒切碎備用。', '2:絞肉直接放入熱鍋中，炒出一些豬油後，放入辣椒、蒜末爆香，再放醬油、醬油膏、蠔油、糖、檸檬汁等調味料拌炒一下，放入小蕃茄，蓋上鍋蓋悶一下，最後加入九層塔，關火。']",https://icook.tw//recipes/294279
152,【日式副菜】紫薯沙拉（露營ＯＫ）,"['紫薯:兩條', '鹽:少許', '糖（可略）:少許', '美乃滋:少許', '黑胡椒:少許']","['1:紫薯去皮切塊，放入電鍋蒸軟', '2:用叉子壓泥，加入調味料(紫薯有甜味，依喜好自行增減調味)攪拌均勻即可!', '3:充滿花青素的紫薯泥可以單吃也可以當副菜喔!']",https://icook.tw//recipes/227011
153,咖哩照燒野菜肉捲 (露營OK),"['五花肉片:6片', '小黃瓜:一條', '咖哩粉:2/3大匙', '糖:1/2大匙', '酒:1大匙', '米霖:1大', '醬油:2.5大匙']","['1:將肉片包捲小黃瓜，調好醬汁', '2:鍋中加油，開中小火，放入肉捲，四周煎熟變白', '3:倒入醬汁，滾動肉捲使其沾滿醬汁，煮至汁稍微收乾即可熄火', '4:就是一道抄手輕的咖哩照燒野菜肉捲了!']",https://icook.tw//recipes/203839
154,塩麴雞翅蘿蔔湯（露營ＯＫ）,"['雞翅:2隻', '白蘿蔔（切片）:100g', '紅蘿蔔（切片）:40g', '薑:一小片', '塩麴:1～1.5大匙', '青蔥:幾小段']","['1:將雞翅循著關節處切成三小段，與所有食材（除蔥外）一起放入湯鍋中', '2:加入昆布高湯或水蓋過食材再多一點，蓋上鍋蓋，以中火煮10分鐘，換小火再煮5~10分鐘即可', '3:起鍋前加幾根蔥段悶一下，更加美味！']",https://icook.tw//recipes/226191
155,香菇鑲肉（露營ＯＫ）,"['絞肉:150g', '蔥末:1/2根', '薑(末):5g', '蛋:1/2個(20g)', '低筋麵粉:2大匙', '醬油:1小匙', '米霖:1小匙', '香菇:12朵', '酒:2大匙', '醬油:1大匙', '米霖:1大匙']","['1:將香菇切掉梗，其他食材放入調理盆中捏至有黏稠彈性', '2:將肉捏成一小丸，放在香菇上小山丘狀', '3:鍋中放一點油，放入香菇肉(肉朝下)，以中小火煎至肉變色有點焦色', '4:翻面，蓋上鍋蓋，煎煮2分鐘', '5:加入醬汁，攪拌一下至稍微收乾即可', '6:盛在盤上，飯也可以澆依點湯汁，很好吃喔~']",https://icook.tw//recipes/225638
156,味增豆瓣醬蒸魚（露營OK）,"['吳郭魚片:200g', '味增:25g', '味霖:25g', '豆瓣醬:8g', '酒:10g']","['1:將醃醬加入淺盤中調好，魚片切小片放入抓一抓 (讓魚片全都醃到醬)。靜置5~10分鐘', '2:平底鍋中加水，放入淺盤，蓋上鍋蓋，大火蒸6~10分鐘', '3:就完成了。請盛盤!', '4:白飯就快要被消滅了。']",https://icook.tw//recipes/220870
157,露營簡單料理。金沙茭白筍,"['茭白筍:3根', '鹹蛋:1顆', '蔥:少許', '蒜頭:少許', '紅蘿蔔:少許']","['1:1.先將茭白筍切塊，紅蘿蔔切絲備用。2.鹹蛋黃及鹹蛋白兩者分開並切碎，3.蔥及蒜頭少許切碎備用', '2:熱鍋加少許油，將茭白筍下鍋拌炒約3分鐘(火不要開太大)，即可先盛盤。', '3:熱鍋加點油，將鹹蛋黃下鍋炒至起泡，並將剩下的鹹蛋白及蒜頭、蔥一起下鍋拌炒，之後直接淋在先前炒好的茭白筍上面，即可完成唷。']",https://icook.tw//recipes/220965
158,蝦仁蛋炒麵 (露營OK),"['麵條:2把', '雞蛋:2顆', '蝦仁:10~15隻', '青蔥或韭菜:2隻', '紅蘿蔔:3片(厚輪切))']","['1:將蝦仁洗淨，用鹽抓一抓。雞蛋加鹽打散。蔥切段、紅蘿蔔切絲', '2:湯鍋煮水，下麵煮至軟，沖水待用', '3:鍋中加一點油倒入蛋液，快凝固時翻攪，盛起', '4:原鍋加入香油，入紅蘿蔔絲和蝦仁，炒至蝦仁變紅', '5:加入蔥段、麵條、炒蛋，加醬油2大匙、酒1大匙拌炒。如果不夠鹹，加鹽和黑胡椒調整。', '6:盛盤上桌，就完成啦! 開動了~']",https://icook.tw//recipes/220814
159,鮭魚蛋炒飯,"['鮭魚:1片', '隔夜白飯:600g', '雞蛋:2顆', '青蔥:1根', '油:2大匙', '醬油:1.5茶匙', '鹽:1茶匙', '黑胡椒粒:少許', '米酒:1大匙', '鹽:1茶匙']","['1:將鮭魚洗淨以紙巾擦乾後二面抹鹽，下鍋前以紙巾拭乾水份；蔥洗淨切蔥花；蛋打散拌勻；隔夜飯退冰備用。', '2:先將鍋子燒熱，放入作法1的鮭魚，轉中小火煎至二面呈金黃色熟透後，將魚骨頭去除搗碎備用。', '3:原鍋倒入2大匙的油，將蛋倒入炒散。', '4:放入白飯拌勻後，加入搗碎的鮭魚翻炒。', '5:最後放入調味料調味拌勻，起鍋前撒上蔥花即可。']",https://icook.tw//recipes/294187
160,露營簡單料理。日式炸雞歐姆蛋飯,"['日清炸雞粉:50g', '清雞腿排:1塊', '綠花椰菜:半多', '紅蘿蔔:少許', '雞蛋:2顆', '牛奶:10cc', '鹽巴:少許', '水:100cc']","['1:日清炸雞粉50g加入100cc的水，攪拌後將雞腿塊放入浸泡約15分鐘。', '2:先將綠花椰菜燙5分鐘撈起，切紅蘿蔔絲備用。', '3:將熱鍋加入一些沙拉油，以半煎炸方式將雞腿排放入鍋中', '4:雞腿排兩面都呈現金黃色後即可撈起備用。', '5:將燙過的綠花椰菜與紅蘿蔔放入鍋中稍微炒一下，之後陳盤備用。', '6:可先將日式炸雞，綠花椰菜，白飯都先裝到盤子上，然後將雞蛋兩顆，牛奶10cc,鹽巴1/4匙打在容器內攪拌均勻。', '7:蛋下鍋後，馬上攪拌至稠狀(依照個人喜好選擇蛋的熟度)，之後直接將蛋舖在飯上即可完成。']",https://icook.tw//recipes/220268
161,【小磨坊】檸香白胡椒鹽焗五花~露營料理,"['五花肉:450g', '檸檬:1顆', '芝麻油:1小匙', '小磨坊玫瑰鹽:適量', '小磨坊鮮磨黑胡椒:適量', '小磨坊鮮磨白胡椒:適量']","['1:豬五花切塊備用；檸檬洗淨切對半備用。', '2:五花肉切小塊，取小碗加入小磨坊的鮮磨白胡椒、黑胡椒、玫塊鹽。', '3:加上一點芝麻油一同攪拌均勻；放入薄荷葉，加上一點檸檬汁，醃漬約3-4小時。', '4:熱鍋不放油，以小火直接將醃漬過的五肉花下鍋煎，煎至焦黃即可翻面，煎至兩面焦黃即可。']",https://icook.tw//recipes/219888
